Name,Sector,Instrument,Assets(Rs_Cr.),funds_name
Narayana Hrudayalaya Ltd.,Healthcare,Equity,651.432,Mahindra Manulife ELSS Fund Direct Growth
Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,651.432,Mahindra Manulife ELSS Fund Direct Growth
LTIMindtree Ltd.,Technology,Equity,651.432,Mahindra Manulife ELSS Fund Direct Growth
Astral Ltd.,Chemicals,Equity,597.1460000000001,Mahindra Manulife ELSS Fund Direct Growth
Vinati Organics Ltd.,Chemicals,Equity,597.1460000000001,Mahindra Manulife ELSS Fund Direct Growth
Arvind Ltd.,Textiles,Equity,542.86,Mahindra Manulife ELSS Fund Direct Growth
Britannia Industries Ltd.,Consumer Staples,Equity,542.86,Mahindra Manulife ELSS Fund Direct Growth
Sona BLW Precision Forgings Ltd.,Automobile,Equity,488.574,Mahindra Manulife ELSS Fund Direct Growth
ICICI Securities Ltd.,Financial,Equity,434.288,Mahindra Manulife ELSS Fund Direct Growth
Century Plyboards (India) Ltd.,Consumer Staples,Equity,380.002,Mahindra Manulife ELSS Fund Direct Growth
TD Power Systems Ltd.,Capital Goods,Equity,271.43,Mahindra Manulife ELSS Fund Direct Growth
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,162.858,Mahindra Manulife ELSS Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,8881.92,Tata India Pharma & HealthCare Fund Direct Growth
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,3750.144,Tata India Pharma & HealthCare Fund Direct Growth
Alkem Laboratories Ltd.,Healthcare,Equity,3503.424,Tata India Pharma & HealthCare Fund Direct Growth
Lupin Ltd.,Healthcare,Equity,3355.392,Tata India Pharma & HealthCare Fund Direct Growth
Ipca Laboratories Ltd.,Healthcare,Equity,2565.888,Tata India Pharma & HealthCare Fund Direct Growth
Divi's Laboratories Ltd.,Healthcare,Equity,2319.168,Tata India Pharma & HealthCare Fund Direct Growth
Fortis Healthcare Ltd.,Healthcare,Equity,2220.48,Tata India Pharma & HealthCare Fund Direct Growth
Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,1529.664,Tata India Pharma & HealthCare Fund Direct Growth
FDC Ltd.,Healthcare,Equity,1184.256,Tata India Pharma & HealthCare Fund Direct Growth
Krishna Institute of Medical Sciences Ltd,Healthcare,Equity,1036.224,Tata India Pharma & HealthCare Fund Direct Growth
Zydus Lifesciences Ltd.,Healthcare,Equity,937.536,Tata India Pharma & HealthCare Fund Direct Growth
Indoco Remedies Ltd.,Healthcare,Equity,888.192,Tata India Pharma & HealthCare Fund Direct Growth
Glenmark Pharmaceuticals Ltd.,Healthcare,Equity,789.504,Tata India Pharma & HealthCare Fund Direct Growth
Aster DM Healthcare Ltd.,Healthcare,Equity,740.16,Tata India Pharma & HealthCare Fund Direct Growth
Procter & Gamble Health Ltd.,Healthcare,Equity,740.16,Tata India Pharma & HealthCare Fund Direct Growth
Ajanta Pharma Ltd.,Healthcare,Equity,690.8159999999999,Tata India Pharma & HealthCare Fund Direct Growth
Abbott India Ltd.,Healthcare,Equity,592.1279999999999,Tata India Pharma & HealthCare Fund Direct Growth
Torrent Pharmaceuticals Ltd.,Healthcare,Equity,542.784,Tata India Pharma & HealthCare Fund Direct Growth
Medplus Health Services Ltd.,Healthcare,Equity,493.44,Tata India Pharma & HealthCare Fund Direct Growth
Syngene International Ltd.,Healthcare,Equity,296.064,Tata India Pharma & HealthCare Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,322.608,Shriram Long Term Equity Fund Direct Growth
REC Ltd.,Financial,Debenture,267.618,Shriram Long Term Equity Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,260.28599999999994,Shriram Long Term Equity Fund Direct Growth
Infosys Ltd.,Technology,Equity,238.29,Shriram Long Term Equity Fund Direct Growth
State Bank of India,Financial,Equity,172.302,Shriram Long Term Equity Fund Direct Growth
Tata Consultancy Services Ltd.,Technology,Equity,172.302,Shriram Long Term Equity Fund Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,106.314,Shriram Long Term Equity Fund Direct Growth
Solar Industries India Ltd.,Chemicals,Equity,95.316,Shriram Long Term Equity Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,95.316,Shriram Long Term Equity Fund Direct Growth
Hindustan Aeronautics Ltd.,Capital Goods,Equity,91.65,Shriram Long Term Equity Fund Direct Growth
SBI Life Insurance Company Ltd.,Insurance,Equity,84.31799999999998,Shriram Long Term Equity Fund Direct Growth
Bharat Electronics Ltd.,Capital Goods,Equity,76.98599999999999,Shriram Long Term Equity Fund Direct Growth
Bajaj Finance Ltd.,Financial,Equity,69.654,Shriram Long Term Equity Fund Direct Growth
UNO Minda Ltd.,Automobile,Equity,69.654,Shriram Long Term Equity Fund Direct Growth
ITC Ltd.,Consumer Staples,Equity,65.988,Shriram Long Term Equity Fund Direct Growth
Navin Fluorine International Ltd.,Chemicals,Equity,58.656,Shriram Long Term Equity Fund Direct Growth
VIP Industries Ltd.,Chemicals,Equity,54.99,Shriram Long Term Equity Fund Direct Growth
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,54.99,Shriram Long Term Equity Fund Direct Growth
PI Industries Ltd.,Chemicals,Equity,51.32399999999999,Shriram Long Term Equity Fund Direct Growth
Tube Investments Of India Ltd.,Automobile,Equity,47.658,Shriram Long Term Equity Fund Direct Growth
Punjab National Bank,Financial,Equity,40.326,Shriram Long Term Equity Fund Direct Growth
Krishna Institute of Medical Sciences Ltd,Healthcare,Equity,40.326,Shriram Long Term Equity Fund Direct Growth
LTIMindtree Ltd.,Technology,Equity,36.66,Shriram Long Term Equity Fund Direct Growth
ICICI Prudential Life Insurance Company Ltd.,Insurance,Equity,36.66,Shriram Long Term Equity Fund Direct Growth
Zee Entertainment Enterprises Ltd.,Services,Equity,32.994,Shriram Long Term Equity Fund Direct Growth
Happiest Minds Technologies Ltd.,Technology,Equity,29.328,Shriram Long Term Equity Fund Direct Growth
SRF Ltd.,Diversified,Equity,21.996,Shriram Long Term Equity Fund Direct Growth
Avenue Supermarts Ltd.,Services,Equity,18.33,Shriram Long Term Equity Fund Direct Growth
Shree Cement Ltd.,Construction,Equity,14.664,Shriram Long Term Equity Fund Direct Growth
Balaji Amines Ltd.,Chemicals,Equity,14.664,Shriram Long Term Equity Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,24466.668,HSBC ELSS Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,16410.57,HSBC ELSS Fund Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,12531.708,HSBC ELSS Fund Direct Growth
Infosys Ltd.,Technology,Equity,10443.09,HSBC ELSS Fund Direct Growth
Ultratech Cement Ltd.,Construction,Equity,10443.09,HSBC ELSS Fund Direct Growth
Persistent Systems Ltd.,Technology,Equity,10144.716,HSBC ELSS Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,8652.846,HSBC ELSS Fund Direct Growth
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,8354.472,HSBC ELSS Fund Direct Growth
CG Power and Industrial Solutions Ltd.,Capital Goods,Equity,7459.349999999999,HSBC ELSS Fund Direct Growth
Britannia Industries Ltd.,Consumer Staples,Equity,7459.349999999999,HSBC ELSS Fund Direct Growth
LTIMindtree Ltd.,Technology,Equity,5967.48,HSBC ELSS Fund Direct Growth
NTPC Ltd.,Energy,Equity,5967.48,HSBC ELSS Fund Direct Growth
Bharat Electronics Ltd.,Capital Goods,Equity,5967.48,HSBC ELSS Fund Direct Growth
Siemens Ltd.,Capital Goods,Equity,5669.106,HSBC ELSS Fund Direct Growth
Indusind Bank Ltd.,Financial,Equity,5669.106,HSBC ELSS Fund Direct Growth
Shoppers Stop Ltd.,Services,Equity,5370.732,HSBC ELSS Fund Direct Growth
TVS Motor Company Ltd.,Automobile,Equity,4773.984,HSBC ELSS Fund Direct Growth
SRF Ltd.,Diversified,Equity,4773.984,HSBC ELSS Fund Direct Growth
Navin Fluorine International Ltd.,Chemicals,Equity,4773.984,HSBC ELSS Fund Direct Growth
Eicher Motors Ltd.,Automobile,Equity,4475.61,HSBC ELSS Fund Direct Growth
State Bank of India,Financial,Equity,3878.862,HSBC ELSS Fund Direct Growth
Bank Of Baroda,Financial,Equity,3878.862,HSBC ELSS Fund Direct Growth
UNO Minda Ltd.,Automobile,Equity,3580.488,HSBC ELSS Fund Direct Growth
Colgate-Palmolive (India) Ltd.,Consumer Staples,Equity,3580.488,HSBC ELSS Fund Direct Growth
Motherson Sumi Wiring India Ltd.,Automobile,Equity,3282.114,HSBC ELSS Fund Direct Growth
Hindustan Aeronautics Ltd.,Capital Goods,Equity,3282.114,HSBC ELSS Fund Direct Growth
ABB India Ltd.,Capital Goods,Equity,3282.114,HSBC ELSS Fund Direct Growth
HDFC Asset Management Company Ltd.,Financial,Equity,3282.114,HSBC ELSS Fund Direct Growth
Kansai Nerolac Paints Ltd.,Chemicals,Equity,2983.74,HSBC ELSS Fund Direct Growth
Housing Development Finance Corporation Ltd.,Financial,Equity,2685.366,HSBC ELSS Fund Direct Growth
Thermax Ltd.,Capital Goods,Equity,2386.992,HSBC ELSS Fund Direct Growth
Karur Vysya Bank Ltd.,Financial,Equity,2386.992,HSBC ELSS Fund Direct Growth
Blue Star Ltd.,Consumer Discretionary,Equity,2088.618,HSBC ELSS Fund Direct Growth
Varroc Engineering Ltd.,Automobile,Equity,2088.618,HSBC ELSS Fund Direct Growth
Dabur India Ltd.,Consumer Staples,Equity,1491.87,HSBC ELSS Fund Direct Growth
Escorts Kubota Ltd.,Automobile,Equity,895.122,HSBC ELSS Fund Direct Growth
Tata Consultancy Services Ltd.,Technology,Equity,596.7479999999999,HSBC ELSS Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,10632.888,LIC MF Large & Mid Cap Fund Direct Growth
Infosys Ltd.,Technology,Equity,9493.65,LIC MF Large & Mid Cap Fund Direct Growth
Aditya Birla Fashion and Retail Ltd.,Services,Equity,4367.079,LIC MF Large & Mid Cap Fund Direct Growth
SRF Ltd.,Diversified,Equity,4177.206,LIC MF Large & Mid Cap Fund Direct Growth
Tata Consultancy Services Ltd.,Technology,Equity,4177.206,LIC MF Large & Mid Cap Fund Direct Growth
Devyani International Ltd.,Services,Equity,3987.333,LIC MF Large & Mid Cap Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,3797.46,LIC MF Large & Mid Cap Fund Direct Growth
Navin Fluorine International Ltd.,Chemicals,Equity,3797.46,LIC MF Large & Mid Cap Fund Direct Growth
Kansai Nerolac Paints Ltd.,Chemicals,Equity,3607.587,LIC MF Large & Mid Cap Fund Direct Growth
Vinati Organics Ltd.,Chemicals,Equity,3607.587,LIC MF Large & Mid Cap Fund Direct Growth
Cummins India Ltd.,Capital Goods,Equity,3417.714,LIC MF Large & Mid Cap Fund Direct Growth
Ipca Laboratories Ltd.,Healthcare,Equity,3417.714,LIC MF Large & Mid Cap Fund Direct Growth
Transport Corporation Of India Ltd.,Services,Equity,3227.841,LIC MF Large & Mid Cap Fund Direct Growth
State Bank of India,Financial,Equity,3227.841,LIC MF Large & Mid Cap Fund Direct Growth
Timken India Ltd.,Capital Goods,Equity,3037.9680000000003,LIC MF Large & Mid Cap Fund Direct Growth
Bajaj Electricals Ltd.,Consumer Discretionary,Equity,2848.0950000000003,LIC MF Large & Mid Cap Fund Direct Growth
Bajaj Finance Ltd.,Financial,Equity,2848.0950000000003,LIC MF Large & Mid Cap Fund Direct Growth
Gujarat Gas Ltd.,Energy,Equity,2848.0950000000003,LIC MF Large & Mid Cap Fund Direct Growth
Eicher Motors Ltd.,Automobile,Equity,2658.222,LIC MF Large & Mid Cap Fund Direct Growth
UNO Minda Ltd.,Automobile,Equity,2658.222,LIC MF Large & Mid Cap Fund Direct Growth
Zydus Wellness Ltd.,Consumer Staples,Equity,2658.222,LIC MF Large & Mid Cap Fund Direct Growth
Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,2658.222,LIC MF Large & Mid Cap Fund Direct Growth
Kotak Mahindra Bank Ltd.,Financial,Equity,2658.222,LIC MF Large & Mid Cap Fund Direct Growth
Sundaram Finance Ltd.,Financial,Equity,2468.349,LIC MF Large & Mid Cap Fund Direct Growth
Jubilant FoodWorks Ltd.,Services,Equity,2468.349,LIC MF Large & Mid Cap Fund Direct Growth
Hitachi Energy India Ltd.,Capital Goods,Equity,2278.476,LIC MF Large & Mid Cap Fund Direct Growth
Bharat Forge Ltd.,Automobile,Equity,2088.603,LIC MF Large & Mid Cap Fund Direct Growth
Bharti Airtel Ltd.,Communication,Equity,2088.603,LIC MF Large & Mid Cap Fund Direct Growth
Lakshmi Machine Works Ltd.,Capital Goods,Equity,2088.603,LIC MF Large & Mid Cap Fund Direct Growth
Cholamandalam Financial Holdings Ltd.,Financial,Equity,2088.603,LIC MF Large & Mid Cap Fund Direct Growth
NOCIL Ltd.,Chemicals,Equity,1898.73,LIC MF Large & Mid Cap Fund Direct Growth
The Federal Bank Ltd.,Financial,Equity,1708.857,LIC MF Large & Mid Cap Fund Direct Growth
Tata Chemicals Ltd.,Chemicals,Equity,1708.857,LIC MF Large & Mid Cap Fund Direct Growth
Ashoka Buildcon Ltd.,Construction,Equity,1708.857,LIC MF Large & Mid Cap Fund Direct Growth
Nippon Life India Asset Management Ltd.,Financial,Equity,1518.9840000000002,LIC MF Large & Mid Cap Fund Direct Growth
Century Plyboards (India) Ltd.,Consumer Staples,Equity,1518.9840000000002,LIC MF Large & Mid Cap Fund Direct Growth
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,1518.9840000000002,LIC MF Large & Mid Cap Fund Direct Growth
Pitti Engineering Ltd.,Capital Goods,Equity,1518.9840000000002,LIC MF Large & Mid Cap Fund Direct Growth
Emami Ltd.,Consumer Staples,Equity,1518.9840000000002,LIC MF Large & Mid Cap Fund Direct Growth
Whirlpool Of India Ltd.,Consumer Discretionary,Equity,1518.9840000000002,LIC MF Large & Mid Cap Fund Direct Growth
Dabur India Ltd.,Consumer Staples,Equity,1329.111,LIC MF Large & Mid Cap Fund Direct Growth
Quess Corp Ltd.,Financial,Equity,1329.111,LIC MF Large & Mid Cap Fund Direct Growth
DCB Bank Ltd.,Financial,Equity,949.365,LIC MF Large & Mid Cap Fund Direct Growth
ITC Ltd.,Consumer Staples,Equity,501.693,Mahindra Manulife Consumption Fund Direct Growth
Bharti Airtel Ltd.,Communication,Equity,456.597,Mahindra Manulife Consumption Fund Direct Growth
Maruti Suzuki India Ltd.,Automobile,Equity,411.501,Mahindra Manulife Consumption Fund Direct Growth
Asian Paints Ltd.,Chemicals,Equity,326.946,Mahindra Manulife Consumption Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,281.85,Mahindra Manulife Consumption Fund Direct Growth
Nestle India Ltd.,Consumer Staples,Equity,219.843,Mahindra Manulife Consumption Fund Direct Growth
United Spirits Ltd.,Consumer Staples,Equity,214.206,Mahindra Manulife Consumption Fund Direct Growth
Dabur India Ltd.,Consumer Staples,Equity,191.658,Mahindra Manulife Consumption Fund Direct Growth
Westlife Foodworld Ltd.,Services,Equity,140.92499999999998,Mahindra Manulife Consumption Fund Direct Growth
Eicher Motors Ltd.,Automobile,Equity,129.65099999999998,Mahindra Manulife Consumption Fund Direct Growth
Mrs. Bectors Food Specialities Ltd.,Consumer Staples,Equity,129.65099999999998,Mahindra Manulife Consumption Fund Direct Growth
Vedant Fashions Ltd.,Services,Equity,101.466,Mahindra Manulife Consumption Fund Direct Growth
Bajaj Auto Ltd.,Automobile,Equity,90.192,Mahindra Manulife Consumption Fund Direct Growth
Britannia Industries Ltd.,Consumer Staples,Equity,84.55499999999999,Mahindra Manulife Consumption Fund Direct Growth
CCL Products (India) Ltd.,Consumer Staples,Equity,73.281,Mahindra Manulife Consumption Fund Direct Growth
TVS Srichakra Ltd.,Automobile,Equity,67.64399999999999,Mahindra Manulife Consumption Fund Direct Growth
Blue Star Ltd.,Consumer Discretionary,Equity,56.37,Mahindra Manulife Consumption Fund Direct Growth
Hero Motocorp Ltd.,Automobile,Equity,50.733,Mahindra Manulife Consumption Fund Direct Growth
TTK Prestige Ltd.,Consumer Discretionary,Equity,45.096,Mahindra Manulife Consumption Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,5968.192,Sundaram Tax Savings Fund Direct
HDFC Bank Ltd.,Financial,Equity,5408.674,Sundaram Tax Savings Fund Direct
Infosys Ltd.,Technology,Equity,4569.397,Sundaram Tax Savings Fund Direct
Housing Development Finance Corporation Ltd.,Financial,Equity,4103.1320000000005,Sundaram Tax Savings Fund Direct
State Bank of India,Financial,Equity,3543.614,Sundaram Tax Savings Fund Direct
Tata Consultancy Services Ltd.,Technology,Equity,2517.831,Sundaram Tax Savings Fund Direct
Ashok Leyland Ltd.,Automobile,Equity,2238.072,Sundaram Tax Savings Fund Direct
Polycab India Ltd.,Capital Goods,Equity,2144.819,Sundaram Tax Savings Fund Direct
Maruti Suzuki India Ltd.,Automobile,Equity,1865.06,Sundaram Tax Savings Fund Direct
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1771.8069999999998,Sundaram Tax Savings Fund Direct
Jubilant FoodWorks Ltd.,Services,Equity,1585.301,Sundaram Tax Savings Fund Direct
Bank Of Baroda,Financial,Equity,1492.048,Sundaram Tax Savings Fund Direct
Larsen & Toubro Ltd.,Construction,Equity,1492.048,Sundaram Tax Savings Fund Direct
Tata Motors Ltd.,Automobile,Equity,1492.048,Sundaram Tax Savings Fund Direct
ABB India Ltd.,Capital Goods,Equity,1492.048,Sundaram Tax Savings Fund Direct
BEML Ltd.,Capital Goods,Equity,1212.289,Sundaram Tax Savings Fund Direct
The Federal Bank Ltd.,Financial,Equity,1212.289,Sundaram Tax Savings Fund Direct
Ultratech Cement Ltd.,Construction,Equity,1212.289,Sundaram Tax Savings Fund Direct
Canara Bank,Financial,Equity,1119.0359999999998,Sundaram Tax Savings Fund Direct
Bharti Airtel Ltd. - (Partly Paid up Equity Shares (Rights Issue)),Communication,PPE,1025.783,Sundaram Tax Savings Fund Direct
Navin Fluorine International Ltd.,Chemicals,Equity,1025.783,Sundaram Tax Savings Fund Direct
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,1025.783,Sundaram Tax Savings Fund Direct
Oberoi Realty Ltd.,Construction,Equity,932.53,Sundaram Tax Savings Fund Direct
LTIMindtree Ltd.,Technology,Equity,932.53,Sundaram Tax Savings Fund Direct
VIP Industries Ltd.,Chemicals,Equity,932.53,Sundaram Tax Savings Fund Direct
Avenue Supermarts Ltd.,Services,Equity,839.277,Sundaram Tax Savings Fund Direct
Subros Ltd.,Automobile,Equity,839.277,Sundaram Tax Savings Fund Direct
Max Financial Services Ltd.,Financial,Equity,839.277,Sundaram Tax Savings Fund Direct
Indusind Bank Ltd.,Financial,Equity,839.277,Sundaram Tax Savings Fund Direct
Can Fin Homes Ltd.,Financial,Equity,839.277,Sundaram Tax Savings Fund Direct
Tata Steel Ltd.,Metals & Mining,Equity,746.024,Sundaram Tax Savings Fund Direct
Force Motors Ltd.,Automobile,Equity,652.771,Sundaram Tax Savings Fund Direct
Tata Consumer Products Ltd.,Consumer Staples,Equity,652.771,Sundaram Tax Savings Fund Direct
Coforge Ltd.,Technology,Equity,652.771,Sundaram Tax Savings Fund Direct
Ipca Laboratories Ltd.,Healthcare,Equity,652.771,Sundaram Tax Savings Fund Direct
United Breweries Ltd.,Consumer Staples,Equity,652.771,Sundaram Tax Savings Fund Direct
Clean Science And Technology Ltd.,Chemicals,Equity,652.771,Sundaram Tax Savings Fund Direct
Sona BLW Precision Forgings Ltd.,Automobile,Equity,559.5179999999999,Sundaram Tax Savings Fund Direct
Wipro Ltd.,Technology,Equity,559.5179999999999,Sundaram Tax Savings Fund Direct
Zydus Wellness Ltd.,Consumer Staples,Equity,559.5179999999999,Sundaram Tax Savings Fund Direct
ITC Ltd.,Consumer Staples,Equity,559.5179999999999,Sundaram Tax Savings Fund Direct
Fortis Healthcare Ltd.,Healthcare,Equity,559.5179999999999,Sundaram Tax Savings Fund Direct
CE Info Systems Ltd.,Technology,Equity,466.265,Sundaram Tax Savings Fund Direct
Britannia Industries Ltd.,Consumer Staples,Equity,466.265,Sundaram Tax Savings Fund Direct
Divi's Laboratories Ltd.,Healthcare,Equity,373.012,Sundaram Tax Savings Fund Direct
Sapphire Foods India Ltd.,Services,Equity,373.012,Sundaram Tax Savings Fund Direct
United Spirits Ltd.,Consumer Staples,Equity,373.012,Sundaram Tax Savings Fund Direct
Dixon Technologies (India) Ltd.,Capital Goods,Equity,279.759,Sundaram Tax Savings Fund Direct
Zomato Ltd.,Services,Equity,186.506,Sundaram Tax Savings Fund Direct
HDFC Bank Ltd.,Financial,Equity,20448.288,Tata Flexi Cap Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,11267.424,Tata Flexi Cap Fund Direct Growth
ITC Ltd.,Consumer Staples,Equity,10641.455999999998,Tata Flexi Cap Fund Direct Growth
Tata Consultancy Services Ltd.,Technology,Equity,6885.647999999999,Tata Flexi Cap Fund Direct Growth
Kotak Mahindra Bank Ltd.,Financial,Equity,6259.68,Tata Flexi Cap Fund Direct Growth
Cera Sanitaryware Ltd.,Construction,Equity,6051.023999999999,Tata Flexi Cap Fund Direct Growth
Sundram Fasteners Ltd.,Capital Goods,Equity,5007.744,Tata Flexi Cap Fund Direct Growth
Jubilant FoodWorks Ltd.,Services,Equity,4381.776,Tata Flexi Cap Fund Direct Growth
Solar Industries India Ltd.,Chemicals,Equity,4381.776,Tata Flexi Cap Fund Direct Growth
Polycab India Ltd.,Capital Goods,Equity,4381.776,Tata Flexi Cap Fund Direct Growth
Karur Vysya Bank Ltd.,Financial,Equity,4173.12,Tata Flexi Cap Fund Direct Growth
ACC Ltd.,Construction,Equity,3964.464,Tata Flexi Cap Fund Direct Growth
Havells India Ltd.,Capital Goods,Equity,3755.808,Tata Flexi Cap Fund Direct Growth
United Spirits Ltd.,Consumer Staples,Equity,3755.808,Tata Flexi Cap Fund Direct Growth
Bharat Dynamics Ltd.,Capital Goods,Equity,3755.808,Tata Flexi Cap Fund Direct Growth
Zee Entertainment Enterprises Ltd.,Services,Equity,3755.808,Tata Flexi Cap Fund Direct Growth
Persistent Systems Ltd.,Technology,Equity,3755.808,Tata Flexi Cap Fund Direct Growth
Eicher Motors Ltd.,Automobile,Equity,3547.152,Tata Flexi Cap Fund Direct Growth
HDFC Asset Management Company Ltd.,Financial,Equity,3338.496,Tata Flexi Cap Fund Direct Growth
Siemens Ltd.,Capital Goods,Equity,3338.496,Tata Flexi Cap Fund Direct Growth
Adani Ports and Special Economic Zone Ltd.,Services,Equity,3338.496,Tata Flexi Cap Fund Direct Growth
Tata Consumer Products Ltd.,Consumer Staples,Equity,2921.184,Tata Flexi Cap Fund Direct Growth
Kirloskar Pneumatic Company Ltd.,Capital Goods,Equity,2712.528,Tata Flexi Cap Fund Direct Growth
Greenpanel Industries Ltd.,Consumer Staples,Equity,2712.528,Tata Flexi Cap Fund Direct Growth
Westlife Foodworld Ltd.,Services,Equity,2712.528,Tata Flexi Cap Fund Direct Growth
Procter & Gamble Health Ltd.,Healthcare,Equity,2295.2160000000003,Tata Flexi Cap Fund Direct Growth
Century Plyboards (India) Ltd.,Consumer Staples,Equity,2295.2160000000003,Tata Flexi Cap Fund Direct Growth
Hitachi Energy India Ltd.,Capital Goods,Equity,2295.2160000000003,Tata Flexi Cap Fund Direct Growth
Astral Ltd.,Chemicals,Equity,2086.56,Tata Flexi Cap Fund Direct Growth
UTI Asset Management Company Ltd.,Financial,Equity,2086.56,Tata Flexi Cap Fund Direct Growth
LTIMindtree Ltd.,Technology,Equity,2086.56,Tata Flexi Cap Fund Direct Growth
Escorts Kubota Ltd.,Automobile,Equity,2086.56,Tata Flexi Cap Fund Direct Growth
Avenue Supermarts Ltd.,Services,Equity,2086.56,Tata Flexi Cap Fund Direct Growth
Matrimony.Com Ltd.,Services,Equity,1877.904,Tata Flexi Cap Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,5883.787,Baroda BNP Paribas ELSS Direct Growth
Reliance Industries Ltd.,Energy,Equity,3685.449000000001,Baroda BNP Paribas ELSS Direct Growth
Tata Consultancy Services Ltd.,Technology,Equity,2650.937,Baroda BNP Paribas ELSS Direct Growth
Ultratech Cement Ltd.,Construction,Equity,2456.966,Baroda BNP Paribas ELSS Direct Growth
ITC Ltd.,Consumer Staples,Equity,2262.9950000000003,Baroda BNP Paribas ELSS Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,2004.367,Baroda BNP Paribas ELSS Direct Growth
Infosys Ltd.,Technology,Equity,1939.71,Baroda BNP Paribas ELSS Direct Growth
State Bank of India,Financial,Equity,1616.4250000000002,Baroda BNP Paribas ELSS Direct Growth
Bharti Airtel Ltd.,Communication,Equity,1357.7970000000005,Baroda BNP Paribas ELSS Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1293.14,Baroda BNP Paribas ELSS Direct Growth
Siemens Ltd.,Capital Goods,Equity,1228.483,Baroda BNP Paribas ELSS Direct Growth
Indusind Bank Ltd.,Financial,Equity,1163.826,Baroda BNP Paribas ELSS Direct Growth
NLC India Ltd.,Energy,Equity,1099.169,Baroda BNP Paribas ELSS Direct Growth
Karur Vysya Bank Ltd.,Financial,Equity,1034.5120000000002,Baroda BNP Paribas ELSS Direct Growth
Housing Development Finance Corporation Ltd.,Financial,Equity,969.855,Baroda BNP Paribas ELSS Direct Growth
Maruti Suzuki India Ltd.,Automobile,Equity,905.198,Baroda BNP Paribas ELSS Direct Growth
Brigade Enterprises Ltd.,Construction,Equity,905.198,Baroda BNP Paribas ELSS Direct Growth
Linde India Ltd.,Chemicals,Equity,905.198,Baroda BNP Paribas ELSS Direct Growth
UNO Minda Ltd.,Automobile,Equity,905.198,Baroda BNP Paribas ELSS Direct Growth
The Phoenix Mills Ltd.,Construction,Equity,905.198,Baroda BNP Paribas ELSS Direct Growth
JB Chemicals & Pharmaceuticals Ltd.,Healthcare,Equity,840.541,Baroda BNP Paribas ELSS Direct Growth
Timken India Ltd.,Capital Goods,Equity,775.884,Baroda BNP Paribas ELSS Direct Growth
Coforge Ltd.,Technology,Equity,711.2270000000001,Baroda BNP Paribas ELSS Direct Growth
Dalmia Bharat Ltd.,Construction,Equity,711.2270000000001,Baroda BNP Paribas ELSS Direct Growth
PVR Ltd.,Services,Equity,646.57,Baroda BNP Paribas ELSS Direct Growth
HDFC Life Insurance Co Ltd.,Insurance,Equity,646.57,Baroda BNP Paribas ELSS Direct Growth
Cummins India Ltd.,Capital Goods,Equity,581.913,Baroda BNP Paribas ELSS Direct Growth
Blue Star Ltd.,Consumer Discretionary,Equity,517.2560000000001,Baroda BNP Paribas ELSS Direct Growth
PI Industries Ltd.,Chemicals,Equity,517.2560000000001,Baroda BNP Paribas ELSS Direct Growth
Bosch Ltd.,Automobile,Equity,517.2560000000001,Baroda BNP Paribas ELSS Direct Growth
Tata Steel Ltd.,Metals & Mining,Equity,387.942,Baroda BNP Paribas ELSS Direct Growth
HDFC Bank Ltd.,Financial,Equity,2070.2560000000003,Mahindra Manulife Large Cap Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,1585.728,Mahindra Manulife Large Cap Fund Direct Growth
Infosys Ltd.,Technology,Equity,1453.584,Mahindra Manulife Large Cap Fund Direct Growth
Tata Consultancy Services Ltd.,Technology,Equity,1233.344,Mahindra Manulife Large Cap Fund Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,925.008,Mahindra Manulife Large Cap Fund Direct Growth
State Bank of India,Financial,Equity,902.984,Mahindra Manulife Large Cap Fund Direct Growth
