Name,Sector,Instrument,Assets(Rs_Cr.),funds_name
Maruti Suzuki India Ltd.,Automobile,Equity,792.864,Mahindra Manulife Large Cap Fund Direct Growth
Bharti Airtel Ltd.,Communication,Equity,506.552,Mahindra Manulife Large Cap Fund Direct Growth
HDFC Life Insurance Co Ltd.,Insurance,Equity,484.5280000000001,Mahindra Manulife Large Cap Fund Direct Growth
Indusind Bank Ltd.,Financial,Equity,440.48,Mahindra Manulife Large Cap Fund Direct Growth
Dabur India Ltd.,Consumer Staples,Equity,440.48,Mahindra Manulife Large Cap Fund Direct Growth
NTPC Ltd.,Energy,Equity,440.48,Mahindra Manulife Large Cap Fund Direct Growth
Housing Development Finance Corporation Ltd.,Financial,Equity,418.456,Mahindra Manulife Large Cap Fund Direct Growth
United Spirits Ltd.,Consumer Staples,Equity,418.456,Mahindra Manulife Large Cap Fund Direct Growth
Tata Motors Ltd. - DVR Ordinary,Automobile,Equity,418.456,Mahindra Manulife Large Cap Fund Direct Growth
Bajaj Finance Ltd.,Financial,Equity,396.432,Mahindra Manulife Large Cap Fund Direct Growth
Ultratech Cement Ltd.,Construction,Equity,374.408,Mahindra Manulife Large Cap Fund Direct Growth
Tata Steel Ltd.,Metals & Mining,Equity,352.384,Mahindra Manulife Large Cap Fund Direct Growth
Grasim Industries Ltd.,Construction,Equity,352.384,Mahindra Manulife Large Cap Fund Direct Growth
Torrent Pharmaceuticals Ltd.,Healthcare,Equity,330.36,Mahindra Manulife Large Cap Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,330.36,Mahindra Manulife Large Cap Fund Direct Growth
DLF Ltd.,Construction,Equity,330.36,Mahindra Manulife Large Cap Fund Direct Growth
LTIMindtree Ltd.,Technology,Equity,308.336,Mahindra Manulife Large Cap Fund Direct Growth
Bharat Electronics Ltd.,Capital Goods,Equity,308.336,Mahindra Manulife Large Cap Fund Direct Growth
Wipro Ltd.,Technology,Equity,286.312,Mahindra Manulife Large Cap Fund Direct Growth
Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,286.312,Mahindra Manulife Large Cap Fund Direct Growth
Hindalco Industries Ltd.,Metals & Mining,Equity,286.312,Mahindra Manulife Large Cap Fund Direct Growth
Abbott India Ltd.,Healthcare,Equity,198.216,Mahindra Manulife Large Cap Fund Direct Growth
Samvardhana Motherson International Ltd.,Automobile,Equity,176.192,Mahindra Manulife Large Cap Fund Direct Growth
Grindwell Norton Ltd.,Metals & Mining,Equity,176.192,Mahindra Manulife Large Cap Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,1743.1920000000002,Tata Resources & Energy Fund Direct Growth
Ultratech Cement Ltd.,Construction,Equity,1597.926,Tata Resources & Energy Fund Direct Growth
Ambuja Cements Ltd.,Construction,Equity,1380.027,Tata Resources & Energy Fund Direct Growth
NTPC Ltd.,Energy,Equity,1234.761,Tata Resources & Energy Fund Direct Growth
SRF Ltd.,Diversified,Equity,1089.495,Tata Resources & Energy Fund Direct Growth
Grasim Industries Ltd.,Construction,Equity,968.44,Tata Resources & Energy Fund Direct Growth
Hindalco Industries Ltd.,Metals & Mining,Equity,944.229,Tata Resources & Energy Fund Direct Growth
PI Industries Ltd.,Chemicals,Equity,920.018,Tata Resources & Energy Fund Direct Growth
Jindal Stainless Ltd.,Metals & Mining,Equity,823.174,Tata Resources & Energy Fund Direct Growth
ACC Ltd.,Construction,Equity,774.7520000000001,Tata Resources & Energy Fund Direct Growth
Jindal Steel & Power Ltd.,Metals & Mining,Equity,774.7520000000001,Tata Resources & Energy Fund Direct Growth
UPL Ltd.,Chemicals,Equity,726.33,Tata Resources & Energy Fund Direct Growth
Paradeep Phosphates Ltd.,Chemicals,Equity,629.4860000000001,Tata Resources & Energy Fund Direct Growth
Hindustan Petroleum Corporation Ltd.,Energy,Equity,581.064,Tata Resources & Energy Fund Direct Growth
Torrent Power Ltd.,Energy,Equity,581.064,Tata Resources & Energy Fund Direct Growth
Navin Fluorine International Ltd.,Chemicals,Equity,556.853,Tata Resources & Energy Fund Direct Growth
Chambal Fertilisers and Chemicals Ltd.,Chemicals,Equity,532.642,Tata Resources & Energy Fund Direct Growth
Bharat Petroleum Corporation Ltd.,Energy,Equity,508.431,Tata Resources & Energy Fund Direct Growth
Deepak Nitrite Ltd.,Chemicals,Equity,508.431,Tata Resources & Energy Fund Direct Growth
CCL Products (India) Ltd.,Consumer Staples,Equity,508.431,Tata Resources & Energy Fund Direct Growth
Vedanta Ltd.,Metals & Mining,Equity,484.22,Tata Resources & Energy Fund Direct Growth
Tata Power Company Ltd.,Energy,Equity,484.22,Tata Resources & Energy Fund Direct Growth
Sharda Cropchem Ltd.,Chemicals,Equity,484.22,Tata Resources & Energy Fund Direct Growth
Tata Steel Ltd.,Metals & Mining,Equity,460.009,Tata Resources & Energy Fund Direct Growth
Coal India Ltd.,Energy,Equity,435.79800000000006,Tata Resources & Energy Fund Direct Growth
The Ramco Cements Ltd.,Construction,Equity,338.954,Tata Resources & Energy Fund Direct Growth
Chemcon Speciality Chemicals Ltd.,Chemicals,Equity,217.89900000000003,Tata Resources & Energy Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,3256.335,Bandhan Multi Cap Fund Direct Growth
Bosch Ltd.,Automobile,Equity,2894.52,Bandhan Multi Cap Fund Direct Growth
Tata Consultancy Services Ltd.,Technology,Equity,2894.52,Bandhan Multi Cap Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,2773.9149999999995,Bandhan Multi Cap Fund Direct Growth
Cyient Ltd.,Technology,Equity,2773.9149999999995,Bandhan Multi Cap Fund Direct Growth
Housing Development Finance Corporation Ltd.,Financial,Equity,2653.31,Bandhan Multi Cap Fund Direct Growth
Jindal Steel & Power Ltd.,Metals & Mining,Equity,2532.705,Bandhan Multi Cap Fund Direct Growth
The Ramco Cements Ltd.,Construction,Equity,2532.705,Bandhan Multi Cap Fund Direct Growth
Kotak Mahindra Bank Ltd.,Financial,Equity,2412.1,Bandhan Multi Cap Fund Direct Growth
Automotive Axles Ltd.,Automobile,Equity,2412.1,Bandhan Multi Cap Fund Direct Growth
United Breweries Ltd.,Consumer Staples,Equity,2291.495,Bandhan Multi Cap Fund Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,2291.495,Bandhan Multi Cap Fund Direct Growth
Infosys Ltd.,Technology,Equity,2170.89,Bandhan Multi Cap Fund Direct Growth
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,2050.285,Bandhan Multi Cap Fund Direct Growth
Ipca Laboratories Ltd.,Healthcare,Equity,2050.285,Bandhan Multi Cap Fund Direct Growth
Bank Of Baroda,Financial,Equity,2050.285,Bandhan Multi Cap Fund Direct Growth
Kalpataru Power Transmission Ltd.,Capital Goods,Equity,2050.285,Bandhan Multi Cap Fund Direct Growth
EIH Ltd.,Services,Equity,1929.68,Bandhan Multi Cap Fund Direct Growth
Zensar Technologies Ltd.,Technology,Equity,1929.68,Bandhan Multi Cap Fund Direct Growth
Indusind Bank Ltd.,Financial,Equity,1929.68,Bandhan Multi Cap Fund Direct Growth
Gujarat Gas Ltd.,Energy,Equity,1929.68,Bandhan Multi Cap Fund Direct Growth
Greenply Industries Ltd.,Consumer Staples,Equity,1929.68,Bandhan Multi Cap Fund Direct Growth
ITC Ltd.,Consumer Staples,Equity,1929.68,Bandhan Multi Cap Fund Direct Growth
HDFC Life Insurance Co Ltd.,Insurance,Equity,1929.68,Bandhan Multi Cap Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1929.68,Bandhan Multi Cap Fund Direct Growth
PVR Ltd.,Services,Equity,1809.075,Bandhan Multi Cap Fund Direct Growth
Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,1688.4699999999998,Bandhan Multi Cap Fund Direct Growth
LIC Housing Finance Ltd.,Financial,Equity,1688.4699999999998,Bandhan Multi Cap Fund Direct Growth
Carborundum Universal Ltd.,Metals & Mining,Equity,1688.4699999999998,Bandhan Multi Cap Fund Direct Growth
Mahindra Lifespace Developers Ltd.,Construction,Equity,1688.4699999999998,Bandhan Multi Cap Fund Direct Growth
Maruti Suzuki India Ltd.,Automobile,Equity,1688.4699999999998,Bandhan Multi Cap Fund Direct Growth
Tata Chemicals Ltd.,Chemicals,Equity,1688.4699999999998,Bandhan Multi Cap Fund Direct Growth
Cummins India Ltd.,Capital Goods,Equity,1688.4699999999998,Bandhan Multi Cap Fund Direct Growth
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,1567.865,Bandhan Multi Cap Fund Direct Growth
Bharat Forge Ltd.,Automobile,Equity,1567.865,Bandhan Multi Cap Fund Direct Growth
Rallis India Ltd.,Chemicals,Equity,1567.865,Bandhan Multi Cap Fund Direct Growth
Bharti Airtel Ltd.,Communication,Equity,1447.26,Bandhan Multi Cap Fund Direct Growth
Grasim Industries Ltd.,Construction,Equity,1447.26,Bandhan Multi Cap Fund Direct Growth
Tata Consumer Products Ltd.,Consumer Staples,Equity,1447.26,Bandhan Multi Cap Fund Direct Growth
Tata Motors Ltd.,Automobile,Equity,1326.655,Bandhan Multi Cap Fund Direct Growth
Hindustan Petroleum Corporation Ltd.,Energy,Equity,1326.655,Bandhan Multi Cap Fund Direct Growth
Container Corporation Of India Ltd.,Services,Equity,1326.655,Bandhan Multi Cap Fund Direct Growth
CG Power and Industrial Solutions Ltd.,Capital Goods,Equity,1206.05,Bandhan Multi Cap Fund Direct Growth
Thermax Ltd.,Capital Goods,Equity,1206.05,Bandhan Multi Cap Fund Direct Growth
Laurus Labs Ltd.,Healthcare,Equity,1085.445,Bandhan Multi Cap Fund Direct Growth
Bajaj Finance Ltd.,Financial,Equity,964.84,Bandhan Multi Cap Fund Direct Growth
Samvardhana Motherson International Ltd.,Automobile,Equity,964.84,Bandhan Multi Cap Fund Direct Growth
Zee Entertainment Enterprises Ltd.,Services,Equity,964.84,Bandhan Multi Cap Fund Direct Growth
The Federal Bank Ltd.,Financial,Equity,844.2349999999999,Bandhan Multi Cap Fund Direct Growth
Finolex Industries Ltd.,Chemicals,Equity,723.63,Bandhan Multi Cap Fund Direct Growth
PSP Projects Ltd.,Construction,Equity,482.42,Bandhan Multi Cap Fund Direct Growth
Sapphire Foods India Ltd.,Services,Equity,482.42,Bandhan Multi Cap Fund Direct Growth
Mphasis Ltd.,Technology,Equity,361.815,Bandhan Multi Cap Fund Direct Growth
Indian Bank,Financial,Equity,241.21,Bandhan Multi Cap Fund Direct Growth
Graphite India Ltd.,Construction,Equity,241.21,Bandhan Multi Cap Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,177.2,Taurus Banking & Financial Services Fund Direct Growth
State Bank of India,Financial,Equity,87.714,Taurus Banking & Financial Services Fund Direct Growth
Kotak Mahindra Bank Ltd.,Financial,Equity,86.828,Taurus Banking & Financial Services Fund Direct Growth
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,47.844,Taurus Banking & Financial Services Fund Direct Growth
Punjab National Bank,Financial,Equity,46.958,Taurus Banking & Financial Services Fund Direct Growth
Bajaj Holdings & Investment Ltd.,Financial,Equity,35.44,Taurus Banking & Financial Services Fund Direct Growth
Indusind Bank Ltd.,Financial,Equity,34.553999999999995,Taurus Banking & Financial Services Fund Direct Growth
DCB Bank Ltd.,Financial,Equity,27.466,Taurus Banking & Financial Services Fund Direct Growth
The Federal Bank Ltd.,Financial,Equity,23.922,Taurus Banking & Financial Services Fund Direct Growth
Bajaj Finance Ltd.,Financial,Equity,20.378,Taurus Banking & Financial Services Fund Direct Growth
Nippon Life India Asset Management Ltd.,Financial,Equity,15.948,Taurus Banking & Financial Services Fund Direct Growth
LIC Housing Finance Ltd.,Financial,Equity,13.29,Taurus Banking & Financial Services Fund Direct Growth
Maruti Suzuki India Ltd.,Automobile,Equity,12342.816,ICICI Prudential MNC Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,7199.976,ICICI Prudential MNC Fund Direct Growth
Infosys Ltd.,Technology,Equity,7199.976,ICICI Prudential MNC Fund Direct Growth
Siemens Ltd.,Capital Goods,Equity,4628.5560000000005,ICICI Prudential MNC Fund Direct Growth
Dabur India Ltd.,Consumer Staples,Equity,4499.985000000001,ICICI Prudential MNC Fund Direct Growth
Bharti Airtel Ltd.,Communication,Equity,4242.843,ICICI Prudential MNC Fund Direct Growth
EPL Ltd.,Chemicals,Equity,3471.4170000000004,ICICI Prudential MNC Fund Direct Growth
Hero Motocorp Ltd.,Automobile,Equity,2828.5620000000004,ICICI Prudential MNC Fund Direct Growth
Zee Entertainment Enterprises Ltd.,Services,Equity,2828.5620000000004,ICICI Prudential MNC Fund Direct Growth
Ashok Leyland Ltd.,Automobile,Equity,2699.991,ICICI Prudential MNC Fund Direct Growth
Syngene International Ltd.,Healthcare,Equity,2699.991,ICICI Prudential MNC Fund Direct Growth
Nestle India Ltd.,Consumer Staples,Equity,2699.991,ICICI Prudential MNC Fund Direct Growth
United Breweries Ltd.,Consumer Staples,Equity,2442.849,ICICI Prudential MNC Fund Direct Growth
Lupin Ltd.,Healthcare,Equity,2314.278,ICICI Prudential MNC Fund Direct Growth
Whirlpool Of India Ltd.,Consumer Discretionary,Equity,2314.278,ICICI Prudential MNC Fund Direct Growth
Tata Motors Ltd. - DVR Ordinary,Automobile,Equity,2185.707,ICICI Prudential MNC Fund Direct Growth
The Great Eastern Shipping Company Ltd.,Services,Equity,2185.707,ICICI Prudential MNC Fund Direct Growth
FDC Ltd.,Healthcare,Equity,1928.565,ICICI Prudential MNC Fund Direct Growth
Natco Pharma Ltd.,Healthcare,Equity,1799.994,ICICI Prudential MNC Fund Direct Growth
Hitachi Energy India Ltd.,Capital Goods,Equity,1799.994,ICICI Prudential MNC Fund Direct Growth
SKF India Ltd.,Capital Goods,Equity,1799.994,ICICI Prudential MNC Fund Direct Growth
Mphasis Ltd.,Technology,Equity,1414.2810000000002,ICICI Prudential MNC Fund Direct Growth
Timken India Ltd.,Capital Goods,Equity,1414.2810000000002,ICICI Prudential MNC Fund Direct Growth
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,1414.2810000000002,ICICI Prudential MNC Fund Direct Growth
Oracle Financial Services Software Ltd.,Technology,Equity,1285.71,ICICI Prudential MNC Fund Direct Growth
Samvardhana Motherson International Ltd.,Automobile,Equity,1285.71,ICICI Prudential MNC Fund Direct Growth
UTI Asset Management Company Ltd.,Financial,Equity,1157.139,ICICI Prudential MNC Fund Direct Growth
GE T&D India Ltd.,Capital Goods,Equity,1028.568,ICICI Prudential MNC Fund Direct Growth
Firstsource Solutions Ltd.,Services,Equity,899.997,ICICI Prudential MNC Fund Direct Growth
Birlasoft Ltd.,Technology,Equity,899.997,ICICI Prudential MNC Fund Direct Growth
Tata Communications Ltd.,Communication,Equity,771.426,ICICI Prudential MNC Fund Direct Growth
Mayur Uniquoters Ltd.,Textiles,Equity,514.284,ICICI Prudential MNC Fund Direct Growth
Motherson Sumi Wiring India Ltd.,Automobile,Equity,514.284,ICICI Prudential MNC Fund Direct Growth
BASF India Ltd.,Chemicals,Equity,385.713,ICICI Prudential MNC Fund Direct Growth
Indoco Remedies Ltd.,Healthcare,Equity,385.713,ICICI Prudential MNC Fund Direct Growth
Gillette India Ltd.,Consumer Staples,Equity,257.142,ICICI Prudential MNC Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,4790.185,Quant Quantamental Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,4638.916,Quant Quantamental Fund Direct Growth
State Bank of India,Financial,Equity,3176.649,Quant Quantamental Fund Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,3126.226,Quant Quantamental Fund Direct Growth
Ultratech Cement Ltd.,Construction,Equity,2420.304,Quant Quantamental Fund Direct Growth
Jindal Steel & Power Ltd.,Metals & Mining,Equity,2168.189,Quant Quantamental Fund Direct Growth
Zensar Technologies Ltd.,Technology,Equity,2117.766,Quant Quantamental Fund Direct Growth
LTIMindtree Ltd.,Technology,Equity,1815.228,Quant Quantamental Fund Direct Growth
Tata Motors Ltd.,Automobile,Equity,1764.805,Quant Quantamental Fund Direct Growth
Divgi TorqTransfer Systems Ltd.,Automobile,Equity,1663.959,Quant Quantamental Fund Direct Growth
Bikaji Foods International Ltd.,Consumer Staples,Equity,1663.959,Quant Quantamental Fund Direct Growth
RBL Bank Ltd.,Financial,Equity,1310.998,Quant Quantamental Fund Direct Growth
Sula Vineyards Ltd.,Consumer Staples,Equity,1260.575,Quant Quantamental Fund Direct Growth
Delta Corp Ltd.,Services,Equity,1058.883,Quant Quantamental Fund Direct Growth
Infosys Ltd.,Technology,Equity,1058.883,Quant Quantamental Fund Direct Growth
Hindalco Industries Ltd.,Metals & Mining,Equity,1058.883,Quant Quantamental Fund Direct Growth
Bosch Ltd.,Automobile,Equity,857.191,Quant Quantamental Fund Direct Growth
Shree Cement Ltd.,Construction,Equity,806.768,Quant Quantamental Fund Direct Growth
Torrent Power Ltd.,Energy,Equity,655.499,Quant Quantamental Fund Direct Growth
Wipro Ltd.,Technology,Equity,605.076,Quant Quantamental Fund Direct Growth
ITD Cementation India Ltd.,Construction,Equity,403.384,Quant Quantamental Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,204811.724,ICICI Prudential Value Discovery Direct Growth
NTPC Ltd.,Energy,Equity,193740.82,ICICI Prudential Value Discovery Direct Growth
Bharti Airtel Ltd.,Communication,Equity,127315.39599999998,ICICI Prudential Value Discovery Direct Growth
Infosys Ltd.,Technology,Equity,110709.04,ICICI Prudential Value Discovery Direct Growth
Reliance Industries Ltd.,Energy,Equity,83031.78,ICICI Prudential Value Discovery Direct Growth
HDFC Bank Ltd.,Financial,Equity,83031.78,ICICI Prudential Value Discovery Direct Growth
State Bank of India,Financial,Equity,69193.15,ICICI Prudential Value Discovery Direct Growth
Housing Development Finance Corporation Ltd.,Financial,Equity,69193.15,ICICI Prudential Value Discovery Direct Growth
ITC Ltd.,Consumer Staples,Equity,49819.068,ICICI Prudential Value Discovery Direct Growth
Hindalco Industries Ltd.,Metals & Mining,Equity,44283.616,ICICI Prudential Value Discovery Direct Growth
Tata Motors Ltd. - DVR Ordinary,Automobile,Equity,38748.164,ICICI Prudential Value Discovery Direct Growth
Bharat Petroleum Corporation Ltd.,Energy,Equity,38748.164,ICICI Prudential Value Discovery Direct Growth
TVS Motor Company Ltd.,Automobile,Equity,38748.164,ICICI Prudential Value Discovery Direct Growth
LIC Housing Finance Ltd.,Financial,Equity,38748.164,ICICI Prudential Value Discovery Direct Growth
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,35980.438,ICICI Prudential Value Discovery Direct Growth
Hero Motocorp Ltd.,Automobile,Equity,33212.712,ICICI Prudential Value Discovery Direct Growth
Zee Entertainment Enterprises Ltd.,Services,Equity,33212.712,ICICI Prudential Value Discovery Direct Growth
Lupin Ltd.,Healthcare,Equity,30444.986,ICICI Prudential Value Discovery Direct Growth
The Great Eastern Shipping Company Ltd.,Services,Equity,30444.986,ICICI Prudential Value Discovery Direct Growth
Exide Industries Ltd.,Capital Goods,Equity,27677.26,ICICI Prudential Value Discovery Direct Growth
SBI Life Insurance Company Ltd.,Insurance,Equity,27677.26,ICICI Prudential Value Discovery Direct Growth
UPL Ltd.,Chemicals,Equity,24909.534,ICICI Prudential Value Discovery Direct Growth
Maruti Suzuki India Ltd.,Automobile,Equity,22141.808,ICICI Prudential Value Discovery Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,22141.808,ICICI Prudential Value Discovery Direct Growth
Tata Steel Ltd.,Metals & Mining,Equity,22141.808,ICICI Prudential Value Discovery Direct Growth
Hindustan Aeronautics Ltd.,Capital Goods,Equity,22141.808,ICICI Prudential Value Discovery Direct Growth
Max Financial Services Ltd.,Financial,Equity,19374.082,ICICI Prudential Value Discovery Direct Growth
Bharti Airtel Ltd. - (Partly Paid up Equity Shares (Rights Issue)),Communication,PPE,19374.082,ICICI Prudential Value Discovery Direct Growth
Natco Pharma Ltd.,Healthcare,Equity,16606.356,ICICI Prudential Value Discovery Direct Growth
Wipro Ltd.,Technology,Equity,16606.356,ICICI Prudential Value Discovery Direct Growth
Life Insurance Corporation of India,Insurance,Equity,13838.63,ICICI Prudential Value Discovery Direct Growth
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,13838.63,ICICI Prudential Value Discovery Direct Growth
Kalpataru Power Transmission Ltd.,Capital Goods,Equity,13838.63,ICICI Prudential Value Discovery Direct Growth
Zydus Wellness Ltd.,Consumer Staples,Equity,13838.63,ICICI Prudential Value Discovery Direct Growth
