Unnamed: 0,Name,Sector,Instrument,Assets(Rs_Cr.),funds_name
2650,Dixon Technologies (India) Ltd.,Capital Goods,Equity,114.8,JM Tax Gain Direct Plan Growth
2651,Indian Oil Corporation Ltd.,Energy,Equity,107.625,JM Tax Gain Direct Plan Growth
2653,HDFC Bank Ltd.,Financial,Equity,5976.81,Mahindra Manulife Focused Fund Direct Growth
2654,Infosys Ltd.,Technology,Equity,5379.129,Mahindra Manulife Focused Fund Direct Growth
2655,Reliance Industries Ltd.,Energy,Equity,4316.585,Mahindra Manulife Focused Fund Direct Growth
2656,State Bank of India,Financial,Equity,3187.632,Mahindra Manulife Focused Fund Direct Growth
2659,Kotak Mahindra Bank Ltd.,Financial,Equity,2523.542,Mahindra Manulife Focused Fund Direct Growth
2660,NTPC Ltd.,Energy,Equity,2457.1330000000003,Mahindra Manulife Focused Fund Direct Growth
2661,Maruti Suzuki India Ltd.,Automobile,Equity,2257.906,Mahindra Manulife Focused Fund Direct Growth
2662,Grasim Industries Ltd.,Construction,Equity,2191.497,Mahindra Manulife Focused Fund Direct Growth
2670,Tech Mahindra Ltd.,Technology,Equity,1394.5890000000002,Mahindra Manulife Focused Fund Direct Growth
2672,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1261.771,Mahindra Manulife Focused Fund Direct Growth
2674,Hero Motocorp Ltd.,Automobile,Equity,1062.544,Mahindra Manulife Focused Fund Direct Growth
2688,Bank Of Baroda,Financial,Equity,1690.928,ITI Small Cap Fund Direct Growth
2690,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1585.245,ITI Small Cap Fund Direct Growth
2693,Infosys Ltd.,Technology,Equity,1479.562,ITI Small Cap Fund Direct Growth
2695,HDFC Bank Ltd.,Financial,Equity,1479.562,ITI Small Cap Fund Direct Growth
2699,The Federal Bank Ltd.,Financial,Equity,1268.196,ITI Small Cap Fund Direct Growth
2700,Blue Star Ltd.,Consumer Discretionary,Equity,1268.196,ITI Small Cap Fund Direct Growth
2702,Indusind Bank Ltd.,Financial,Equity,1268.196,ITI Small Cap Fund Direct Growth
2704,Maruti Suzuki India Ltd.,Automobile,Equity,1268.196,ITI Small Cap Fund Direct Growth
2755,Equitas Small Finance Bank Ltd.,Financial,Equity,845.4639999999999,ITI Small Cap Fund Direct Growth
2764,Bharat Electronics Ltd.,Capital Goods,Equity,528.415,ITI Small Cap Fund Direct Growth
2769,HDFC Bank Ltd.,Financial,Equity,44083.494000000006,Nippon India Small Cap Fund Direct Growth
2770,Bank Of Baroda,Financial,Equity,39185.328,Nippon India Small Cap Fund Direct Growth
2788,State Bank of India,Financial,Equity,29388.996000000003,Nippon India Small Cap Fund Direct Growth
2802,Reliance Industries Ltd.,Energy,Equity,22041.747000000003,Nippon India Small Cap Fund Direct Growth
2806,Vardhman Textiles Ltd.,Textiles,Equity,22041.747000000003,Nippon India Small Cap Fund Direct Growth
2828,Dixon Technologies (India) Ltd.,Capital Goods,Equity,14694.498,Nippon India Small Cap Fund Direct Growth
2829,Blue Star Ltd.,Consumer Discretionary,Equity,14694.498,Nippon India Small Cap Fund Direct Growth
2914,Can Fin Homes Ltd.,Financial,Equity,2449.083,Nippon India Small Cap Fund Direct Growth
2923,Equitas Small Finance Bank Ltd.,Financial,Equity,2449.083,Nippon India Small Cap Fund Direct Growth
2925,HDFC Bank Ltd.,Financial,Equity,23656.127999999997,Mirae Asset Banking and Financial Services Fund Direct Growth
2928,State Bank of India,Financial,Equity,10226.347,Mirae Asset Banking and Financial Services Fund Direct Growth
2929,Housing Development Finance Corporation Ltd.,Financial,Equity,7392.539999999999,Mirae Asset Banking and Financial Services Fund Direct Growth
2930,Kotak Mahindra Bank Ltd.,Financial,Equity,4681.941999999999,Mirae Asset Banking and Financial Services Fund Direct Growth
2931,The Federal Bank Ltd.,Financial,Equity,4435.523999999999,Mirae Asset Banking and Financial Services Fund Direct Growth
2932,SBI Life Insurance Company Ltd.,Insurance,Equity,3819.479,Mirae Asset Banking and Financial Services Fund Direct Growth
2937,Canara Bank,Financial,Equity,2217.7619999999997,Mirae Asset Banking and Financial Services Fund Direct Growth
2938,Can Fin Homes Ltd.,Financial,Equity,2094.553,Mirae Asset Banking and Financial Services Fund Direct Growth
2939,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,1971.344,Mirae Asset Banking and Financial Services Fund Direct Growth
2940,LIC Housing Finance Ltd.,Financial,Equity,1971.344,Mirae Asset Banking and Financial Services Fund Direct Growth
2941,Power Finance Corporation Ltd.,Financial,Equity,1971.344,Mirae Asset Banking and Financial Services Fund Direct Growth
2942,Max Financial Services Ltd.,Financial,Equity,1601.717,Mirae Asset Banking and Financial Services Fund Direct Growth
2944,Indusind Bank Ltd.,Financial,Equity,1355.299,Mirae Asset Banking and Financial Services Fund Direct Growth
2946,Cholamandalam Financial Holdings Ltd.,Financial,Equity,1232.09,Mirae Asset Banking and Financial Services Fund Direct Growth
2947,Bank Of Baroda,Financial,Equity,1232.09,Mirae Asset Banking and Financial Services Fund Direct Growth
2949,Repco Home Finance Ltd.,Financial,Equity,616.045,Mirae Asset Banking and Financial Services Fund Direct Growth
2950,City Union Bank Ltd.,Financial,Equity,616.045,Mirae Asset Banking and Financial Services Fund Direct Growth
2951,One97 Communications Ltd.,Services,Equity,246.418,Mirae Asset Banking and Financial Services Fund Direct Growth
2953,HDFC Bank Ltd.,Financial,Equity,34943.415,Kotak Bluechip Fund Direct Growth
2954,Reliance Industries Ltd.,Energy,Equity,32793.051,Kotak Bluechip Fund Direct Growth
2955,Infosys Ltd.,Technology,Equity,28492.322999999997,Kotak Bluechip Fund Direct Growth
2959,Housing Development Finance Corporation Ltd.,Financial,Equity,17740.502999999997,Kotak Bluechip Fund Direct Growth
2960,Tata Consultancy Services Ltd.,Technology,Equity,16665.321,Kotak Bluechip Fund Direct Growth
2961,Maruti Suzuki India Ltd.,Automobile,Equity,15052.548,Kotak Bluechip Fund Direct Growth
2962,Ultratech Cement Ltd.,Construction,Equity,13439.775,Kotak Bluechip Fund Direct Growth
2963,State Bank of India,Financial,Equity,12902.184,Kotak Bluechip Fund Direct Growth
2964,Mahindra & Mahindra Ltd.,Automobile,Equity,12364.593,Kotak Bluechip Fund Direct Growth
2968,Kotak Mahindra Bank Ltd.,Financial,Equity,10751.82,Kotak Bluechip Fund Direct Growth
2969,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,9676.638,Kotak Bluechip Fund Direct Growth
2973,Bharat Forge Ltd.,Automobile,Equity,7526.273999999999,Kotak Bluechip Fund Direct Growth
2975,Hindalco Industries Ltd.,Metals & Mining,Equity,6988.683,Kotak Bluechip Fund Direct Growth
2978,Tech Mahindra Ltd.,Technology,Equity,6988.683,Kotak Bluechip Fund Direct Growth
2979,Bharat Petroleum Corporation Ltd.,Energy,Equity,6451.092,Kotak Bluechip Fund Direct Growth
2998,Bank Of Baroda,Financial,Equity,3763.137,Kotak Bluechip Fund Direct Growth
3006,Infosys Ltd.,Technology,Equity,3363.312,UTI Focussed Equity Fund Series VI (1150 Days) Direct Growth
3028,HDFC Bank Ltd.,Financial,Equity,8090.661999999999,UTI Core Equity Fund Direct Growth
3030,Infosys Ltd.,Technology,Equity,5800.852,UTI Core Equity Fund Direct Growth
3032,The Federal Bank Ltd.,Financial,Equity,4732.274,UTI Core Equity Fund Direct Growth
3033,Housing Development Finance Corporation Ltd.,Financial,Equity,4426.965999999999,UTI Core Equity Fund Direct Growth
3034,Fortis Healthcare Ltd.,Healthcare,Equity,3969.004,UTI Core Equity Fund Direct Growth
3037,State Bank of India,Financial,Equity,3358.3880000000004,UTI Core Equity Fund Direct Growth
3043,Hindustan Petroleum Corporation Ltd.,Energy,Equity,3053.08,UTI Core Equity Fund Direct Growth
3044,Max Financial Services Ltd.,Financial,Equity,3053.08,UTI Core Equity Fund Direct Growth
3046,Mahindra & Mahindra Ltd.,Automobile,Equity,2900.426,UTI Core Equity Fund Direct Growth
3049,Hindalco Industries Ltd.,Metals & Mining,Equity,2747.772,UTI Core Equity Fund Direct Growth
3050,Cummins India Ltd.,Capital Goods,Equity,2747.772,UTI Core Equity Fund Direct Growth
3051,Tata Motors Ltd. - DVR Ordinary,Automobile,Equity,2747.772,UTI Core Equity Fund Direct Growth
3054,The Phoenix Mills Ltd.,Construction,Equity,2595.118,UTI Core Equity Fund Direct Growth
3055,Indusind Bank Ltd.,Financial,Equity,2442.464,UTI Core Equity Fund Direct Growth
3065,Hero Motocorp Ltd.,Automobile,Equity,1526.54,UTI Core Equity Fund Direct Growth
3072,Reliance Industries Ltd.,Energy,Equity,1526.54,UTI Core Equity Fund Direct Growth
3073,Tech Mahindra Ltd.,Technology,Equity,1373.886,UTI Core Equity Fund Direct Growth
3074,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,1373.886,UTI Core Equity Fund Direct Growth
3093,The Phoenix Mills Ltd.,Construction,Equity,16723.168,Motilal Oswal Midcap Fund Direct Growth
3095,Max Financial Services Ltd.,Financial,Equity,15963.024,Motilal Oswal Midcap Fund Direct Growth
3110,AIA Engineering Ltd.,Metals & Mining,Equity,4180.792,Motilal Oswal Midcap Fund Direct Growth
3116,Dixon Technologies (India) Ltd.,Capital Goods,Equity,2280.432,Motilal Oswal Midcap Fund Direct Growth
3120,Bank Of Baroda,Financial,Equity,62843.046,HDFC Small Cap Fund Direct Growth
3132,SKF India Ltd.,Capital Goods,Equity,26932.734,HDFC Small Cap Fund Direct Growth
3133,Vardhman Textiles Ltd.,Textiles,Equity,26932.734,HDFC Small Cap Fund Direct Growth
3137,The Federal Bank Ltd.,Financial,Equity,23940.208,HDFC Small Cap Fund Direct Growth
3148,Equitas Small Finance Bank Ltd.,Financial,Equity,17955.156,HDFC Small Cap Fund Direct Growth
3175,Repco Home Finance Ltd.,Financial,Equity,7481.315,HDFC Small Cap Fund Direct Growth
3191,Infosys Ltd.,Technology,Equity,7090.071,Templeton India Equity Income Direct Plan Growth
3192,NTPC Ltd.,Energy,Equity,6673.008,Templeton India Equity Income Direct Plan Growth
3200,Housing Development Finance Corporation Ltd.,Financial,Equity,3892.588,Templeton India Equity Income Direct Plan Growth
3202,Tech Mahindra Ltd.,Technology,Equity,3892.588,Templeton India Equity Income Direct Plan Growth
3203,Tata Consultancy Services Ltd.,Technology,Equity,3892.588,Templeton India Equity Income Direct Plan Growth
3208,Grasim Industries Ltd.,Construction,Equity,3197.4829999999997,Templeton India Equity Income Direct Plan Growth
3211,Hindustan Petroleum Corporation Ltd.,Energy,Equity,2780.42,Templeton India Equity Income Direct Plan Growth
3218,Indian Oil Corporation Ltd.,Energy,Equity,1946.294,Templeton India Equity Income Direct Plan Growth
3222,Bharat Electronics Ltd.,Capital Goods,Equity,1529.2310000000002,Templeton India Equity Income Direct Plan Growth
3224,Hero Motocorp Ltd.,Automobile,Equity,1390.21,Templeton India Equity Income Direct Plan Growth
3233,HDFC Bank Ltd.,Financial,Equity,13657.1,Quant Mid Cap Fund Direct Growth
3234,Reliance Industries Ltd.,Energy,Equity,11158.85,Quant Mid Cap Fund Direct Growth
3243,Alkem Laboratories Ltd.,Healthcare,Equity,6828.549999999999,Quant Mid Cap Fund Direct Growth
3244,Power Finance Corporation Ltd.,Financial,Equity,6828.549999999999,Quant Mid Cap Fund Direct Growth
3249,Canara Bank,Financial,Equity,4330.3,Quant Mid Cap Fund Direct Growth
3250,REC Ltd.,Financial,Equity,4163.75,Quant Mid Cap Fund Direct Growth
3261,Fortis Healthcare Ltd.,Healthcare,Equity,1498.95,Quant Mid Cap Fund Direct Growth
3263,HDFC Bank Ltd.,Financial,Equity,371.625,Baroda Large Cap Direct Fund Growth
3264,Reliance Industries Ltd.,Energy,Equity,351.80499999999995,Baroda Large Cap Direct Fund Growth
3265,Infosys Ltd.,Technology,Equity,341.895,Baroda Large Cap Direct Fund Growth
3268,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,168.47,Baroda Large Cap Direct Fund Growth
3272,Hindalco Industries Ltd.,Metals & Mining,Equity,123.875,Baroda Large Cap Direct Fund Growth
3274,Indusind Bank Ltd.,Financial,Equity,113.965,Baroda Large Cap Direct Fund Growth
3275,Kotak Mahindra Bank Ltd.,Financial,Equity,109.01,Baroda Large Cap Direct Fund Growth
3280,Tata Consultancy Services Ltd.,Technology,Equity,104.055,Baroda Large Cap Direct Fund Growth
3282,Tech Mahindra Ltd.,Technology,Equity,104.055,Baroda Large Cap Direct Fund Growth
3284,State Bank of India,Financial,Equity,94.145,Baroda Large Cap Direct Fund Growth
3286,NTPC Ltd.,Energy,Equity,79.28,Baroda Large Cap Direct Fund Growth
3293,Ultratech Cement Ltd.,Construction,Equity,64.41499999999999,Baroda Large Cap Direct Fund Growth
3294,SBI Life Insurance Company Ltd.,Insurance,Equity,54.505,Baroda Large Cap Direct Fund Growth
3296,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,64566.9,Nippon India Pharma Fund Direct Growth
3298,Lupin Ltd.,Healthcare,Equity,28409.436,Nippon India Pharma Fund Direct Growth
3308,Fortis Healthcare Ltd.,Healthcare,Equity,13343.826,Nippon India Pharma Fund Direct Growth
3314,Alkem Laboratories Ltd.,Healthcare,Equity,9469.812000000002,Nippon India Pharma Fund Direct Growth
3319,Syngene International Ltd.,Healthcare,Equity,4734.906000000001,Nippon India Pharma Fund Direct Growth
3325,Infosys Ltd.,Technology,Equity,30020.282,SBI Dividend Yield Fund Direct Growth
3326,Tata Consultancy Services Ltd.,Technology,Equity,26359.272,SBI Dividend Yield Fund Direct Growth
3327,HDFC Bank Ltd.,Financial,Equity,19403.353,SBI Dividend Yield Fund Direct Growth
3333,State Bank of India,Financial,Equity,10616.929,SBI Dividend Yield Fund Direct Growth
3337,Maruti Suzuki India Ltd.,Automobile,Equity,8420.323,SBI Dividend Yield Fund Direct Growth
3340,Ultratech Cement Ltd.,Construction,Equity,7322.02,SBI Dividend Yield Fund Direct Growth
3343,Mahindra & Mahindra Ltd.,Automobile,Equity,6955.919,SBI Dividend Yield Fund Direct Growth
3344,Tech Mahindra Ltd.,Technology,Equity,6955.919,SBI Dividend Yield Fund Direct Growth
3345,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,6955.919,SBI Dividend Yield Fund Direct Growth
3348,Bank Of Baroda,Financial,Equity,5491.515,SBI Dividend Yield Fund Direct Growth
3349,Housing Development Finance Corporation Ltd.,Financial,Equity,5125.414,SBI Dividend Yield Fund Direct Growth
3354,HDFC Bank Ltd.,Financial,Equity,158447.7,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3355,Infosys Ltd.,Technology,Equity,149997.156,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3356,Reliance Industries Ltd.,Energy,Equity,116194.98,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3360,Housing Development Finance Corporation Ltd.,Financial,Equity,67604.352,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3361,State Bank of India,Financial,Equity,59153.808,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3364,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,44365.356,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3365,Ultratech Cement Ltd.,Construction,Equity,44365.356,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3366,NTPC Ltd.,Energy,Equity,38027.448,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3368,SBI Life Insurance Company Ltd.,Insurance,Equity,33802.176,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3369,Mahindra & Mahindra Ltd.,Automobile,Equity,31689.54,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3373,Maruti Suzuki India Ltd.,Automobile,Equity,27464.268,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3377,Kotak Mahindra Bank Ltd.,Financial,Equity,21126.36,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3383,Hindalco Industries Ltd.,Metals & Mining,Equity,19013.724,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3384,Bank Of Baroda,Financial,Equity,16901.088,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3391,Bharat Petroleum Corporation Ltd.,Energy,Equity,14788.452,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3392,Tech Mahindra Ltd.,Technology,Equity,14788.452,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3405,Bharat Forge Ltd.,Automobile,Equity,8450.544,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3413,Cummins India Ltd.,Capital Goods,Equity,8450.544,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3414,Jubilant FoodWorks Ltd.,Services,Equity,6337.908,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3415,Housing Development Finance Corporation Ltd.,Financial,Warrant,6337.908,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3416,Indusind Bank Ltd.,Financial,Equity,6337.908,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3420,The Phoenix Mills Ltd.,Construction,Equity,6337.908,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3421,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,6337.908,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3424,One97 Communications Ltd.,Services,Equity,4225.272,Aditya Birla Sun Life Frontline Equity Direct Fund Growth
3430,HDFC Bank Ltd.,Financial,Equity,7927.652,Invesco India Flexi Cap Fund Direct Growth
3431,Infosys Ltd.,Technology,Equity,6084.012,Invesco India Flexi Cap Fund Direct Growth
3432,Reliance Industries Ltd.,Energy,Equity,3226.3700000000003,Invesco India Flexi Cap Fund Direct Growth
3433,State Bank of India,Financial,Equity,2949.8240000000005,Invesco India Flexi Cap Fund Direct Growth
3434,NTPC Ltd.,Energy,Equity,2765.46,Invesco India Flexi Cap Fund Direct Growth
3436,Ultratech Cement Ltd.,Construction,Equity,2765.46,Invesco India Flexi Cap Fund Direct Growth
3437,Mahindra & Mahindra Ltd.,Automobile,Equity,2673.278,Invesco India Flexi Cap Fund Direct Growth
3441,Kotak Mahindra Bank Ltd.,Financial,Equity,2212.368,Invesco India Flexi Cap Fund Direct Growth
3442,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,2028.0040000000004,Invesco India Flexi Cap Fund Direct Growth
3462,SBI Life Insurance Company Ltd.,Insurance,Equity,921.82,Invesco India Flexi Cap Fund Direct Growth
3464,Syngene International Ltd.,Healthcare,Equity,829.638,Invesco India Flexi Cap Fund Direct Growth
3470,The Federal Bank Ltd.,Financial,Equity,645.274,Invesco India Flexi Cap Fund Direct Growth
3474,Equitas Small Finance Bank Ltd.,Financial,Equity,553.092,Invesco India Flexi Cap Fund Direct Growth
3478,The Phoenix Mills Ltd.,Construction,Equity,553.092,Invesco India Flexi Cap Fund Direct Growth
3483,Can Fin Homes Ltd.,Financial,Equity,460.91,Invesco India Flexi Cap Fund Direct Growth
3484,Bharat Electronics Ltd.,Capital Goods,Equity,460.91,Invesco India Flexi Cap Fund Direct Growth
3488,Hindustan Petroleum Corporation Ltd.,Energy,Equity,460.91,Invesco India Flexi Cap Fund Direct Growth
3490,HDFC Bank Ltd.,Financial,Equity,4921.558,IDBI India Top 100 Equity Fund Direct Growth
3492,Reliance Industries Ltd.,Energy,Equity,3841.216,IDBI India Top 100 Equity Fund Direct Growth
3493,Infosys Ltd.,Technology,Equity,3000.9500000000003,IDBI India Top 100 Equity Fund Direct Growth
3494,State Bank of India,Financial,Equity,3000.9500000000003,IDBI India Top 100 Equity Fund Direct Growth
3496,Housing Development Finance Corporation Ltd.,Financial,Equity,2700.8550000000005,IDBI India Top 100 Equity Fund Direct Growth
3497,Tata Consultancy Services Ltd.,Technology,Equity,1680.5320000000002,IDBI India Top 100 Equity Fund Direct Growth
3499,Kotak Mahindra Bank Ltd.,Financial,Equity,1440.456,IDBI India Top 100 Equity Fund Direct Growth
3500,Ultratech Cement Ltd.,Construction,Equity,1320.418,IDBI India Top 100 Equity Fund Direct Growth
3506,Mahindra & Mahindra Ltd.,Automobile,Equity,1080.342,IDBI India Top 100 Equity Fund Direct Growth
3508,Maruti Suzuki India Ltd.,Automobile,Equity,960.304,IDBI India Top 100 Equity Fund Direct Growth
3509,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,960.304,IDBI India Top 100 Equity Fund Direct Growth
3515,Indusind Bank Ltd.,Financial,Equity,720.2280000000001,IDBI India Top 100 Equity Fund Direct Growth
3517,Bharat Electronics Ltd.,Capital Goods,Equity,660.2090000000001,IDBI India Top 100 Equity Fund Direct Growth
3519,The Federal Bank Ltd.,Financial,Equity,600.19,IDBI India Top 100 Equity Fund Direct Growth
3520,Bharat Forge Ltd.,Automobile,Equity,600.19,IDBI India Top 100 Equity Fund Direct Growth
3543,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,28603.26,Mirae Asset Healthcare Fund Direct Growth
3552,Fortis Healthcare Ltd.,Healthcare,Equity,4842.88,Mirae Asset Healthcare Fund Direct Growth
3556,Alkem Laboratories Ltd.,Healthcare,Equity,3026.8,Mirae Asset Healthcare Fund Direct Growth
3558,Lupin Ltd.,Healthcare,Equity,3026.8,Mirae Asset Healthcare Fund Direct Growth
3561,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,2118.76,Mirae Asset Healthcare Fund Direct Growth
3562,SBI Life Insurance Company Ltd.,Insurance,Equity,2118.76,Mirae Asset Healthcare Fund Direct Growth
3565,Max Financial Services Ltd.,Financial,Equity,1967.42,Mirae Asset Healthcare Fund Direct Growth
3566,Syngene International Ltd.,Healthcare,Equity,1513.4,Mirae Asset Healthcare Fund Direct Growth
3568,Infosys Ltd.,Technology,Equity,8759.088,ICICI Prudential ESG Fund Direct Growth
3570,HDFC Bank Ltd.,Financial,Equity,7055.932,ICICI Prudential ESG Fund Direct Growth
3573,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,6447.661999999999,ICICI Prudential ESG Fund Direct Growth
3575,SBI Life Insurance Company Ltd.,Insurance,Equity,4622.852,ICICI Prudential ESG Fund Direct Growth
3580,Housing Development Finance Corporation Ltd.,Financial,Equity,3163.004,ICICI Prudential ESG Fund Direct Growth
3581,Kotak Mahindra Bank Ltd.,Financial,Equity,2919.696,ICICI Prudential ESG Fund Direct Growth
3586,Reliance Industries Ltd.,Energy,Equity,2068.118,ICICI Prudential ESG Fund Direct Growth
3589,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,1824.81,ICICI Prudential ESG Fund Direct Growth
3593,Tech Mahindra Ltd.,Technology,Equity,1581.502,ICICI Prudential ESG Fund Direct Growth
3596,Ultratech Cement Ltd.,Construction,Equity,1338.194,ICICI Prudential ESG Fund Direct Growth
3598,SKF India Ltd.,Capital Goods,Equity,1216.54,ICICI Prudential ESG Fund Direct Growth
3604,Maruti Suzuki India Ltd.,Automobile,Equity,851.578,ICICI Prudential ESG Fund Direct Growth
3620,NTPC Ltd.,Energy,Equity,3521.0559999999996,HSBC Multi Cap Fund Direct Growth
3621,State Bank of India,Financial,Equity,3269.552,HSBC Multi Cap Fund Direct Growth
3623,HDFC Bank Ltd.,Financial,Equity,3143.8,HSBC Multi Cap Fund Direct Growth
3626,Reliance Industries Ltd.,Energy,Equity,2389.288,HSBC Multi Cap Fund Direct Growth
3628,Ultratech Cement Ltd.,Construction,Equity,2263.536,HSBC Multi Cap Fund Direct Growth
3634,Canara Bank,Financial,Equity,2012.032,HSBC Multi Cap Fund Direct Growth
3639,Mahindra & Mahindra Ltd.,Automobile,Equity,1886.28,HSBC Multi Cap Fund Direct Growth
3644,Infosys Ltd.,Technology,Equity,1634.776,HSBC Multi Cap Fund Direct Growth
3645,Tech Mahindra Ltd.,Technology,Equity,1509.024,HSBC Multi Cap Fund Direct Growth
