0,1,2,3,4,5,6,7
24,Hindustan Organic Chemicals Ltd.,58.78,58.78,58.78,58.78,Filing Due,102.19
25,Hindustan Zinc Ltd.,29.54,29.54,-,-,Filing Due,0
26,HMT Ltd.,93.68,93.68,93.68,93.68,Filing Due,"3,017.38"
27,Housing & Urban Development Corporation Ltd.,81.81,81.81,81.81,81.81,81.81,"7,271.63"
28,IDBI Bank Ltd.,45.48,45.48,45.48,45.48,Filing Due,"22,763.85"
29,IDFC First Bank Ltd.,4.20,4.20,4.20,4.19,Filing Due,"1,526.53"
30,IDFC Ltd.,16.37,16.37,16.37,16.35,Filing Due,"2,081.01"
31,IFCI Ltd.,64.86,64.86,64.86,66.35,Filing Due,"1,515.28"
32,India Tourism Development Corporation Ltd.,87.03,87.03,87.03,87.03,Filing Due,"2,315.86"
33,Indian Bank,79.86,79.86,79.86,79.86,Filing Due,"28,709.40"
34,Indian Oil Corporation Ltd.,51.50,51.50,51.50,51.50,Filing Due,"56,506.84"
35,Indian Overseas Bank,96.38,96.38,96.38,96.38,Filing Due,"41,719.55"
36,Indian Railway Catering And Tourism Corporation Ltd.,67.40,67.40,67.40,62.40,Filing Due,"28,449.41"
37,Indian Railway Finance Corporation Ltd.,86.36,86.36,86.36,86.36,Filing Due,"30,979.97"
38,Indraprastha Medical Corporation Ltd.,26.00,26.00,26.00,26.00,Filing Due,191.87
39,Ircon International Ltd.,73.18,73.18,-,-,Filing Due,0
40,ITI Ltd.,89.97,90.06,90.14,90.14,90.14,"7,831.93"
41,KIOCL Ltd.,99.03,99.03,99.03,99.03,Filing Due,"10,574.61"
42,Mahanagar Telephone Nigam Ltd.,56.89,56.89,56.89,56.82,56.82,689.08
43,Mazagon Dock Shipbuilders Ltd.,84.83,84.83,84.83,84.83,Filing Due,"11,790.92"
44,Mishra Dhatu Nigam Ltd.,74.00,74.00,74.00,74.00,Filing Due,"2,592.41"
45,MMTC Ltd.,89.93,89.93,89.93,89.93,Filing Due,"4,026.62"
46,MOIL Ltd.,53.35,53.35,53.35,53.35,Filing Due,"1,599.08"
47,MSTC Ltd.,64.74,64.74,64.74,64.74,Filing Due,"1,232.17"
48,National Fertilizers Ltd.,74.71,74.71,74.71,74.71,Filing Due,"2,754.33"
49,NBCC (India) Ltd.,61.75,61.75,61.75,61.75,Filing Due,"4,190.36"
50,NHPC Ltd.,70.95,70.95,70.95,70.95,Filing Due,"28,685.98"
51,NLC India Ltd.,79.20,79.20,79.20,79.20,Filing Due,"8,511.18"
52,NMDC Ltd.,60.79,60.79,60.79,60.79,Filing Due,"19,774.82"
53,NTPC Ltd.,51.10,51.10,51.10,51.10,Filing Due,"86,811.54"
54,Oil & Natural Gas Corporation Ltd.,58.91,58.89,58.89,58.89,Filing Due,"1,11,572.41"
55,Oil India Ltd.,56.66,56.66,56.66,56.66,Filing Due,"15,649.38"
56,Power Finance Corporation Ltd.,55.99,55.99,55.99,55.99,Filing Due,"23,259.19"
57,Power Grid Corporation Of India Ltd.,51.34,51.34,51.34,51.34,Filing Due,"80,666.47"
58,Punjab & Sind Bank,98.25,98.25,98.25,98.25,Filing Due,"17,480.33"
59,Punjab National Bank,-,-,73.15,-,Filing Due,0
60,Rail Vikas Nigam Ltd.,78.20,78.20,78.20,78.20,Filing Due,"12,049.29"
61,Railtel Corporation Of India Ltd.,72.84,72.84,72.84,72.84,Filing Due,"2,448.76"
62,Rashtriya Chemicals and Fertilizers Ltd.,75.00,75.00,75.00,75.00,Filing Due,"4,102.49"
63,Rites Ltd.,72.20,72.20,72.20,72.20,Filing Due,"6,077.63"
64,Scooters India Ltd.,93.87,93.87,93.87,93.87,Filing Due,229.38
65,Shipping Corporation Of India Ltd.,63.75,63.75,-,-,Filing Due,0
66,SJVN Ltd.,59.92,59.92,59.92,59.92,Filing Due,"7,688.20"
67,Steel Authority Of India Ltd.,65.00,65.00,65.00,65.00,Filing Due,"22,042.55"
68,UCO Bank,95.39,95.39,95.39,95.39,95.39,"29,025.19"
69,Union Bank Of India,83.49,83.49,83.49,83.49,Filing Due,"38,260.95"
70,National Aluminium Company Ltd.,51.28,51.28,51.28,51.28,Filing Due,"7,463.96"
71,State Bank Of India,57.59,57.57,57.52,57.50,Filing Due,"2,70,771.60"
72,Life Insurance Corporation of India,-,-,96.50,96.50,Filing Due,"3,36,034.95"
73,NMDC Steel Ltd.,-,-,-,60.79,Filing Due,
