0,1,2,3,4,5,6,7
28,Neuland Laboratories Ltd.,2.94,2.94,2.94,3.12,Filing Due,82.43
29,Newgen Software Technologies Ltd.,1.57,1.57,-,1.57,Filing Due,48.98
30,Parag Milk Foods Ltd.,2.10,2.06,1.83,1.67,Filing Due,15.55
31,Repro India Ltd.,3.05,-,-,-,Filing Due,0
32,Sahyadri Industries Ltd.,2.52,2.20,2.20,2.20,Filing Due,8.70
33,Stylam Industries Ltd.,-,-,-,1.19,Filing Due,21.45
34,TAAL Enterprises Ltd.,8.92,8.92,-,-,Filing Due,0
35,Tasty Bite Eatables Ltd.,1.17,1.17,1.17,1.17,Filing Due,28.23
36,Vardhman Special Steels Ltd.,1.28,1.23,1.23,1.23,Filing Due,20.69
37,Allcargo Logistics Ltd.,1.34,-,1.34,1.34,Filing Due,120.47
38,Goldiam International Ltd.,2.82,2.82,2.75,2.75,Filing Due,41.82
39,Jet Freight Logistics Ltd.,4.09,4.06,2.47,-,Filing Due,0
40,MTAR Technologies Ltd.,1.14,1.14,1.14,-,Filing Due,0
41,Paras Defence And Space Technologies Ltd.,2.32,2.32,2.32,1.92,Filing Due,37.36
42,PDS Ltd.,2.75,2.74,2.74,2.74,Filing Due,122.08
43,Radico Khaitan Ltd.,1.05,1.05,1.05,1.05,Filing Due,161.78
44,Thomas Cook (India) Ltd.,1.13,1.06,1.06,1.06,Filing Due,29.89
45,Vidhi Specialty Food Ingredients Ltd.,1.84,1.84,1.84,1.84,Filing Due,30.54
46,Zota Health Care Ltd.,2.62,2.62,4.93,5.17,Filing Due,37.14
47,Pearl Global Industries Ltd.,3.46,3.46,-,3.46,Filing Due,30.74
48,Karur Vysya Bank Ltd.,1.25,1.25,1.25,1.06,Filing Due,82.81
49,Onmobile Global Ltd.,1.61,1.23,1.10,-,-,0
50,PE Analytics Ltd.,2.51,2.51,2.51,2.51,Filing Due,
51,Raymond Ltd.,1.50,1.65,-,1.80,1.80,148.99
52,Sarda Energy & Minerals Ltd.,1.11,1.09,1.14,1.19,Filing Due,45.95
53,Shankara Building Products Ltd.,2.41,2.41,2.41,2.41,Filing Due,35.09
54,Thejo Engineering Ltd.,1.69,-,1.68,-,Filing Due,0
55,CL Educate Ltd.,-,1.14,1.17,1.17,Filing Due,3.41
56,Ethos Ltd.,-,3.96,3.96,3.47,Filing Due,
57,Jagsonpal Pharmaceuticals Ltd.,-,1.77,1.77,1.77,Filing Due,15.12
58,Kamdhenu Ventures Ltd.,-,2.14,-,-,Filing Due,
59,Pix Transmissions Ltd.,-,2.72,2.63,2.63,Filing Due,28.54
60,SIRCA Paints India Ltd.,-,3.10,-,3.10,Filing Due,52.85
61,Ceat Ltd.,-,-,1.24,1.24,Filing Due,71.85
62,Dish TV India Ltd.,-,-,1.36,1.63,Filing Due,40.52
63,Kanoria Chemicals & Industries Ltd.,-,-,1.37,1.37,Filing Due,7.32
64,PTC Industries Ltd.,-,-,1.01,-,Filing Due,0
65,SG Finserve Ltd.,-,-,2.09,2.42,Filing Due,50.76
66,Surya Roshni Ltd.,-,-,1.30,1.71,Filing Due,66.41
67,Bhagiradha Chemicals & Industries Ltd.,-,-,-,3.84,Filing Due,50.85
68,Raghav Productivity Enhancers Ltd.,-,-,-,1.64,Filing Due,16.74
69,Sula Vineyards Ltd.,-,-,-,1.90,Filing Due,
70,Suryoday Small Finance Bank Ltd.,-,-,-,1.88,Filing Due,20.23
71,Tracxn Technologies Ltd.,-,-,-,1.99,Filing Due,
