0,1,2,3,4,5,6,7
96,Samrat Pharmachem Ltd.,3.30,3.30,3.27,3.27,Filing Due,4.34
97,Sarup Industries Ltd.,1.77,1.77,1.77,1.77,Filing Due,0.13
98,Shree Bhavya Fabrics Ltd,1.70,1.70,1.70,1.70,Filing Due,0.23
99,Shreyans Industries Ltd.,1.44,1.44,1.44,1.44,Filing Due,3.08
100,Sicagen India Ltd.,2.38,2.38,2.38,2.38,Filing Due,2.29
101,SMIFS Capital Markets Ltd.,3.27,3.27,3.27,3.27,3.27,0.73
102,South Asian Enterprises Ltd.,1.45,1.45,1.25,1.25,Filing Due,0.19
103,Space Incubatrics Technologies Ltd.,1.19,1.19,-,1.19,Filing Due,0.07
104,Star Delta Transformers Ltd.,2.69,2.69,2.69,2.69,Filing Due,1.15
105,Sumedha Fiscal Services Ltd.,1.11,1.11,1.11,1.11,Filing Due,0.46
106,Super Tannery Ltd.,1.23,1.23,-,-,1.23,0.87
107,Suryaamba Spinning Mills Ltd.,1.71,1.71,1.71,1.71,Filing Due,0.87
108,Texmo Pipes And Products Ltd.,1.45,1.45,1.45,1.45,Filing Due,2.08
109,Tokyo Plast International Ltd.,2.62,2.62,2.62,2.62,Filing Due,2.35
110,Tyroon Tea Company Ltd.,1.19,1.19,1.19,1.19,Filing Due,0.36
111,Vallabh Steels Ltd.,2.68,2.68,2.68,2.68,Filing Due,0.06
112,Veejay Lakshmi Engineering Works Ltd.,4.68,4.68,1.95,4.68,Filing Due,0.85
113,Vinyoflex Ltd.,3.47,3.47,3.47,3.47,Filing Due,0.91
114,Vippy Spinpro Ltd.,2.35,2.35,2.35,2.35,Filing Due,2.47
115,Weizmann Ltd.,3.56,3.56,3.56,3.56,Filing Due,4.86
116,Yash Pakka Ltd.,2.59,2.40,2.40,2.40,Filing Due,9.74
117,Zodiac-JRD-MKJ Ltd.,3.67,3.67,3.67,3.67,Filing Due,0.61
118,Ansal Buildwell Ltd.,1.08,1.08,1.08,1.08,Filing Due,0.59
119,Murudeshwar Ceramics Ltd.,2.11,2.01,-,2.01,Filing Due,4.01
120,Roopa Industries Ltd.,9.51,9.51,9.51,9.51,Filing Due,3.24
121,Lotus Eye Hospital And Institute Ltd.,18.84,18.84,18.84,18.84,18.84,25.13
122,Nahar Poly Films Ltd.,2.40,2.40,2.40,2.40,Filing Due,14.25
123,Patspin India Ltd.,-,-,-,4.05,Filing Due,1.77
